Sample,Timestamp,Elapsed_s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
294,2026-08-03 13:20:34.301,7.681,-0.02,0.21,0.77,-73.85,-79.65,75.32
295,2026-08-03 13:20:34.301,7.681,0.0,0.25,0.78,-47.61,-73.67,63.11
296,2026-08-03 13:20:34.354,7.734,0.0,0.25,0.78,-47.61,-73.67,63.11
297,2026-08-03 13:20:34.354,7.734,-0.02,0.36,0.86,-12.51,-67.38,53.28
298,2026-08-03 13:20:34.414,7.794,-0.02,0.36,0.86,-12.51,-67.38,53.28
299,2026-08-03 13:20:34.415,7.795,-0.13,0.44,1.0,10.44,-47.36,54.87
300,2026-08-03 13:20:34.474,7.854,-0.22,0.5,1.18,19.84,-17.4,65.25
301,2026-08-03 13:20:34.475,7.855,-0.22,0.5,1.18,31.86,-2.56,80.51
302,2026-08-03 13:20:34.475,7.855,-0.24,0.55,1.29,31.86,-2.56,80.51
303,2026-08-03 13:20:34.531,7.911,-0.32,0.53,1.23,41.2,-9.4,105.22
304,2026-08-03 13:20:34.532,7.912,-0.32,0.53,1.23,41.2,-9.4,105.22
305,2026-08-03 13:20:34.653,8.033,-0.46,0.38,1.19,21.85,-16.05,134.58
306,2026-08-03 13:20:34.653,8.033,-0.59,0.21,1.2,-15.99,-13.0,146.12
307,2026-08-03 13:20:34.654,8.034,-0.61,0.12,1.09,-34.24,-9.64,132.51
308,2026-08-03 13:20:34.724,8.104,-0.56,0.02,0.86,-30.03,-10.13,110.96
309,2026-08-03 13:20:34.725,8.105,-0.56,0.02,0.86,-30.03,-10.13,110.96
310,2026-08-03 13:20:34.725,8.105,-0.51,-0.12,0.59,-27.95,-11.17,87.04
311,2026-08-03 13:20:34.774,8.154,-0.51,-0.12,0.59,-27.95,-11.17,87.04
312,2026-08-03 13:20:34.774,8.154,-0.46,-0.26,0.4,-34.24,-1.71,56.34
313,2026-08-03 13:20:34.775,8.155,-0.46,-0.26,0.4,-33.45,23.68,27.53
314,2026-08-03 13:20:34.893,8.273,-0.37,-0.33,0.38,-33.45,23.68,27.53
315,2026-08-03 13:20:34.893,8.273,-0.29,-0.31,0.5,-23.07,53.65,-0.12
316,2026-08-03 13:20:34.901,8.281,-0.28,-0.2,0.74,-17.7,75.93,-35.03
317,2026-08-03 13:20:34.902,8.282,-0.28,-0.2,0.74,-17.7,75.93,-35.03
318,2026-08-03 13:20:34.952,8.332,-0.33,-0.1,1.05,-25.45,88.87,-67.75
319,2026-08-03 13:20:35.022,8.402,-0.39,-0.02,1.33,-25.94,97.29,-87.71
320,2026-08-03 13:20:35.022,8.402,-0.44,0.07,1.51,2.5,100.16,-99.61
321,2026-08-03 13:20:35.025,8.405,-0.44,0.07,1.51,2.5,100.16,-99.61
322,2026-08-03 13:20:35.072,8.452,-0.44,0.16,1.58,34.12,84.35,-109.8
323,2026-08-03 13:20:35.073,8.453,-0.35,0.2,1.39,59.81,40.77,-118.71
324,2026-08-03 13:20:35.131,8.511,-0.35,0.2,1.39,59.81,40.77,-118.71
325,2026-08-03 13:20:35.131,8.511,-0.22,0.21,0.99,97.35,-13.73,-121.89
326,2026-08-03 13:20:35.193,8.573,-0.12,0.24,0.67,110.96,-41.99,-111.94
327,2026-08-03 13:20:35.194,8.574,-0.08,0.31,0.68,67.14,-37.96,-86.24
328,2026-08-03 13:20:35.254,8.634,-0.08,0.31,0.68,67.14,-37.96,-86.24
329,2026-08-03 13:20:35.254,8.634,-0.05,0.35,0.9,6.04,-26.18,-46.69
330,2026-08-03 13:20:35.255,8.635,-0.05,0.35,0.9,6.04,-26.18,-46.69
331,2026-08-03 13:20:35.318,8.698,-0.0,0.32,0.96,-25.94,-18.68,6.16
332,2026-08-03 13:20:35.318,8.698,0.03,0.25,0.82,-32.04,-14.04,62.56
333,2026-08-03 13:20:35.372,8.752,0.03,0.25,0.82,-32.04,-14.04,62.56
334,2026-08-03 13:20:35.372,8.752,0.02,0.18,0.72,-35.89,-5.98,108.09
335,2026-08-03 13:20:35.373,8.753,0.02,0.18,0.72,-35.89,-5.98,108.09
336,2026-08-03 13:20:35.431,8.811,-0.06,0.16,0.83,-49.01,8.79,139.89
337,2026-08-03 13:20:35.432,8.812,-0.06,0.16,0.83,-49.01,8.79,139.89
338,2026-08-03 13:20:35.505,8.885,-0.19,0.2,1.07,-71.84,18.19,162.54
339,2026-08-03 13:20:35.505,8.885,-0.29,0.27,1.2,-96.37,7.39,180.18
340,2026-08-03 13:20:35.554,8.934,-0.3,0.3,1.12,-107.12,-19.53,194.64
341,2026-08-03 13:20:35.555,8.935,-0.22,0.3,0.93,-94.67,-45.17,205.87
342,2026-08-03 13:20:35.625,9.005,-0.22,0.3,0.93,-94.67,-45.17,205.87
343,2026-08-03 13:20:35.625,9.005,-0.13,0.3,0.8,-59.57,-56.21,212.28
344,2026-08-03 13:20:35.736,9.116,-0.13,0.3,0.8,-59.57,-56.21,212.28
345,2026-08-03 13:20:35.737,9.117,-0.13,0.3,0.8,-59.57,-56.21,212.28
346,2026-08-03 13:20:35.737,9.117,-0.09,0.47,1.08,19.04,-24.11,202.21
347,2026-08-03 13:20:35.795,9.175,-0.21,0.69,1.42,1.22,-2.44,200.2
348,2026-08-03 13:20:35.796,9.176,-0.37,0.73,1.49,-41.14,-10.07,213.75
349,2026-08-03 13:20:35.796,9.176,-0.52,0.6,1.3,-50.29,-39.98,226.62
350,2026-08-03 13:20:35.925,9.305,-0.52,0.6,1.3,-50.29,-39.98,226.62
351,2026-08-03 13:20:35.928,9.308,-0.6,0.41,1.17,-51.76,-60.06,225.89
352,2026-08-03 13:20:35.928,9.308,-0.61,0.19,1.17,-75.38,-62.07,210.08
353,2026-08-03 13:20:35.929,9.309,-0.57,0.02,1.06,-86.79,-64.88,173.58
354,2026-08-03 13:20:35.972,9.352,-0.57,0.02,1.06,-86.79,-64.88,173.58
355,2026-08-03 13:20:35.972,9.352,-0.48,-0.05,0.77,-60.18,-82.89,121.77
356,2026-08-03 13:20:36.031,9.411,-0.37,-0.08,0.49,-19.71,-99.67,74.4
357,2026-08-03 13:20:36.032,9.412,-0.27,-0.11,0.37,-0.18,-94.36,39.31
358,2026-08-03 13:20:36.097,9.477,-0.27,-0.11,0.37,-0.18,-94.36,39.31
359,2026-08-03 13:20:36.097,9.477,-0.25,-0.14,0.41,-6.29,-70.25,8.54
360,2026-08-03 13:20:36.151,9.531,-0.27,-0.16,0.58,-22.22,-35.22,-24.41
361,2026-08-03 13:20:36.152,9.532,-0.27,-0.16,0.58,-22.22,-35.22,-24.41
362,2026-08-03 13:20:36.394,9.774,-0.28,-0.16,0.79,-29.05,3.85,-56.82
363,2026-08-03 13:20:36.396,9.776,-0.28,-0.16,0.79,-29.05,3.85,-56.82
364,2026-08-03 13:20:36.396,9.776,-0.24,-0.13,0.89,-6.84,30.94,-86.79
365,2026-08-03 13:20:36.396,9.776,-0.17,-0.05,0.95,40.59,46.02,-114.56
366,2026-08-03 13:20:36.397,9.777,-0.17,-0.05,0.95,40.59,46.02,-114.56
367,2026-08-03 13:20:36.397,9.777,-0.12,0.04,1.18,78.98,69.21,-124.21
368,2026-08-03 13:20:36.397,9.777,-0.05,0.09,1.46,87.16,92.22,-106.14
369,2026-08-03 13:20:36.398,9.778,0.0,0.11,1.47,80.75,81.36,-80.75
370,2026-08-03 13:20:36.399,9.779,0.0,0.11,1.47,69.7,42.36,-61.04
371,2026-08-03 13:20:36.452,9.832,0.0,0.08,1.3,69.7,42.36,-61.04
372,2026-08-03 13:20:36.453,9.833,-0.03,0.04,1.18,58.65,5.62,-46.14
373,2026-08-03 13:20:36.511,9.891,-0.03,0.04,1.18,58.65,5.62,-46.14
374,2026-08-03 13:20:36.572,9.952,-0.01,0.1,1.03,80.44,-14.1,-40.1
375,2026-08-03 13:20:36.572,9.952,0.04,0.22,0.84,112.61,-24.54,-47.85
376,2026-08-03 13:20:36.572,9.952,0.07,0.33,0.73,102.6,-38.76,-60.61
377,2026-08-03 13:20:36.573,9.953,0.07,0.33,0.73,102.6,-38.76,-60.61
378,2026-08-03 13:20:36.692,10.072,0.12,0.42,0.71,73.0,-51.09,-57.98
379,2026-08-03 13:20:36.694,10.074,0.19,0.47,0.75,52.43,-58.04,-39.92
380,2026-08-03 13:20:36.835,10.215,0.22,0.55,0.84,30.03,-63.9,-27.89
381,2026-08-03 13:20:36.836,10.216,0.24,0.62,0.93,-2.81,-73.97,-20.81
382,2026-08-03 13:20:36.836,10.216,0.27,0.56,0.97,-34.3,-83.44,-17.7
383,2026-08-03 13:20:36.931,10.311,0.27,0.56,0.97,-34.3,-83.44,-17.7
384,2026-08-03 13:20:36.931,10.311,0.25,0.4,0.98,-61.58,-80.99,-42.97
385,2026-08-03 13:20:36.932,10.312,0.25,0.4,0.98,-61.58,-80.99,-42.97
386,2026-08-03 13:20:36.932,10.312,0.18,0.27,1.03,-77.58,-66.16,-94.79
387,2026-08-03 13:20:36.932,10.312,0.18,0.27,1.03,-72.33,-54.81,-132.93
388,2026-08-03 13:20:36.933,10.313,0.06,0.27,1.19,-72.33,-54.81,-132.93
389,2026-08-03 13:20:36.934,10.314,-0.1,0.3,1.24,-65.49,-68.12,-119.51
390,2026-08-03 13:20:36.992,10.372,-0.21,0.16,1.05,-71.23,-101.26,-60.3
391,2026-08-03 13:20:37.007,10.387,-0.21,0.16,1.05,-71.23,-101.26,-60.3
392,2026-08-03 13:20:37.051,10.431,-0.22,-0.07,0.86,-71.84,-121.03,-9.83
393,2026-08-03 13:20:37.052,10.432,-0.22,-0.07,0.86,-68.3,-103.88,-17.64
394,2026-08-03 13:20:37.053,10.433,-0.15,-0.16,0.85,-68.3,-103.88,-17.64
395,2026-08-03 13:20:37.111,10.491,-0.06,-0.08,0.93,-84.11,-54.02,-67.69
396,2026-08-03 13:20:37.173,10.553,-0.01,0.01,1.01,-99.98,3.42,-112.12
397,2026-08-03 13:20:37.175,10.555,0.01,-0.0,1.06,-92.1,42.05,-132.02
398,2026-08-03 13:20:37.231,10.611,0.01,-0.0,1.06,-92.1,42.05,-132.02
399,2026-08-03 13:20:37.232,10.612,-0.02,-0.06,1.01,-57.43,53.83,-139.28
400,2026-08-03 13:20:37.301,10.681,-0.09,-0.07,0.88,-6.84,47.3,-154.97
401,2026-08-03 13:20:37.301,10.681,-0.19,-0.05,0.87,9.09,31.92,-186.28
402,2026-08-03 13:20:37.411,10.791,-0.19,-0.05,0.87,9.09,31.92,-186.28
403,2026-08-03 13:20:37.411,10.791,-0.29,-0.01,1.03,-37.84,21.12,-220.34
404,2026-08-03 13:20:37.421,10.801,-0.29,-0.01,1.03,-37.84,21.12,-220.34
405,2026-08-03 13:20:37.471,10.851,-0.38,0.06,1.2,-92.96,30.4,-247.01
406,2026-08-03 13:20:37.472,10.852,-0.41,0.15,1.19,-93.38,49.19,-266.42
407,2026-08-03 13:20:37.473,10.853,-0.35,0.22,1.01,-40.65,56.64,-273.86
408,2026-08-03 13:20:37.474,10.854,-0.35,0.22,1.01,-40.65,56.64,-273.86
409,2026-08-03 13:20:37.532,10.912,-0.24,0.29,0.88,21.91,52.06,-269.78
410,2026-08-03 13:20:37.532,10.912,-0.15,0.4,0.89,49.07,43.52,-255.98
411,2026-08-03 13:20:37.600,10.98,-0.08,0.47,1.01,31.62,32.84,-223.51
412,2026-08-03 13:20:37.605,10.985,-0.08,0.47,1.01,31.62,32.84,-223.51
413,2026-08-03 13:20:37.652,11.032,-0.03,0.45,1.13,7.2,17.94,-174.44
414,2026-08-03 13:20:37.653,11.033,-0.03,0.45,1.13,7.2,17.94,-174.44
415,2026-08-03 13:20:37.653,11.033,0.03,0.36,1.07,6.77,-4.09,-127.2
416,2026-08-03 13:20:37.711,11.091,0.03,0.36,1.07,6.77,-4.09,-127.2
417,2026-08-03 13:20:37.712,11.092,0.11,0.2,0.85,21.97,-26.92,-94.18
418,2026-08-03 13:20:37.712,11.092,0.11,0.2,0.85,39.73,-35.77,-83.31
419,2026-08-03 13:20:37.771,11.151,0.19,0.1,0.65,39.73,-35.77,-83.31
420,2026-08-03 13:20:37.772,11.152,0.22,0.17,0.61,50.72,-26.0,-93.14
421,2026-08-03 13:20:37.832,11.212,0.22,0.17,0.61,50.72,-26.0,-93.14
422,2026-08-03 13:20:37.833,11.213,0.21,0.3,0.77,40.59,-6.84,-102.54
423,2026-08-03 13:20:37.834,11.214,0.21,0.3,0.77,40.59,-6.84,-102.54
424,2026-08-03 13:20:37.893,11.273,0.19,0.35,1.13,13.0,16.48,-98.94
425,2026-08-03 13:20:37.897,11.277,0.19,0.35,1.13,13.0,16.48,-98.94
426,2026-08-03 13:20:38.013,11.393,0.17,0.3,1.41,-5.0,32.65,-77.7
427,2026-08-03 13:20:38.013,11.393,0.21,0.17,1.41,-3.6,25.21,-30.58
428,2026-08-03 13:20:38.014,11.394,0.24,0.13,1.27,-1.89,2.14,16.97
429,2026-08-03 13:20:38.014,11.394,0.15,0.27,1.18,-11.47,-15.81,36.99
430,2026-08-03 13:20:38.071,11.451,0.15,0.27,1.18,-11.47,-15.81,36.99
431,2026-08-03 13:20:38.072,11.452,0.03,0.43,1.14,-26.73,-25.76,42.72
432,2026-08-03 13:20:38.192,11.572,-0.03,0.45,1.08,-36.87,-38.21,57.98
433,2026-08-03 13:20:38.192,11.572,-0.02,0.34,1.03,-35.46,-57.07,85.08
434,2026-08-03 13:20:38.192,11.572,0.02,0.23,0.95,-23.01,-80.26,106.02
435,2026-08-03 13:20:38.193,11.573,0.02,0.23,0.95,-23.01,-80.26,106.02
436,2026-08-03 13:20:38.252,11.632,0.07,0.16,0.81,-0.55,-98.39,109.07
437,2026-08-03 13:20:38.329,11.709,0.13,0.13,0.72,22.52,-94.06,96.25
438,2026-08-03 13:20:38.329,11.709,0.13,0.13,0.72,29.3,-65.86,74.16
439,2026-08-03 13:20:38.329,11.709,0.18,0.14,0.72,29.3,-65.86,74.16
440,2026-08-03 13:20:38.431,11.811,0.2,0.17,0.8,19.96,-27.77,48.1
441,2026-08-03 13:20:38.432,11.812,0.2,0.17,0.8,19.96,-27.77,48.1
442,2026-08-03 13:20:38.432,11.812,0.17,0.21,0.91,6.53,7.81,22.09
443,2026-08-03 13:20:38.433,11.813,0.11,0.22,0.97,-1.28,26.67,6.16
444,2026-08-03 13:20:38.494,11.874,0.02,0.18,0.95,8.18,29.05,3.72
445,2026-08-03 13:20:38.495,11.875,-0.06,0.11,0.85,36.25,34.06,7.39
446,2026-08-03 13:20:38.552,11.932,-0.06,0.11,0.85,36.25,34.06,7.39
447,2026-08-03 13:20:38.552,11.932,-0.1,0.08,0.79,57.43,47.42,4.76
448,2026-08-03 13:20:38.553,11.933,-0.1,0.08,0.79,57.43,47.42,4.76
449,2026-08-03 13:20:38.615,11.995,-0.11,0.15,0.88,55.79,63.84,-17.33
450,2026-08-03 13:20:38.616,11.996,-0.11,0.15,0.88,55.79,63.84,-17.33
451,2026-08-03 13:20:38.732,12.112,-0.12,0.31,1.14,44.07,84.53,-53.04
452,2026-08-03 13:20:38.732,12.112,-0.08,0.48,1.37,32.47,95.95,-82.15
453,2026-08-03 13:20:38.733,12.113,-0.05,0.5,1.32,22.77,72.69,-85.45
454,2026-08-03 13:20:38.733,12.113,-0.05,0.34,1.06,15.32,20.08,-56.88
455,2026-08-03 13:20:38.855,12.235,-0.05,0.34,1.06,15.32,20.08,-56.88
456,2026-08-03 13:20:38.855,12.235,-0.07,0.1,0.82,9.95,-27.4,-20.26
457,2026-08-03 13:20:38.856,12.236,-0.07,-0.04,0.76,4.09,-44.68,-13.43
458,2026-08-03 13:20:38.857,12.237,-0.03,0.03,0.82,-2.69,-38.76,-47.55
459,2026-08-03 13:20:38.977,12.357,-0.03,0.03,0.82,-2.69,-38.76,-47.55
460,2026-08-03 13:20:38.977,12.357,0.02,0.21,0.82,0.18,-36.99,-90.09
461,2026-08-03 13:20:38.978,12.358,0.02,0.21,0.82,0.18,-36.99,-90.09
462,2026-08-03 13:20:39.031,12.411,0.06,0.33,0.72,11.6,-46.33,-98.02
463,2026-08-03 13:20:39.032,12.412,0.06,0.33,0.72,11.6,-46.33,-98.02
464,2026-08-03 13:20:39.032,12.412,0.14,0.36,0.73,2.81,-46.75,-72.69
465,2026-08-03 13:20:39.033,12.413,0.2,0.39,0.85,-16.36,-30.09,-57.56
466,2026-08-03 13:20:39.152,12.532,0.23,0.48,0.92,-12.7,-11.72,-59.08
467,2026-08-03 13:20:39.153,12.533,0.23,0.48,0.92,-12.7,-11.72,-59.08
468,2026-08-03 13:20:39.153,12.533,0.25,0.54,0.93,1.89,-0.43,-43.27
469,2026-08-03 13:20:39.154,12.534,0.25,0.54,0.93,1.89,-0.43,-43.27
470,2026-08-03 13:20:39.155,12.535,0.24,0.54,1.01,2.32,10.68,-7.57
471,2026-08-03 13:20:39.272,12.652,0.24,0.54,1.01,2.32,10.68,-7.57
472,2026-08-03 13:20:39.273,12.653,0.2,0.53,1.18,-16.36,23.99,26.67
473,2026-08-03 13:20:39.273,12.653,0.17,0.5,1.33,-38.45,26.73,46.75
474,2026-08-03 13:20:39.276,12.656,0.17,0.5,1.33,-38.45,26.73,46.75
475,2026-08-03 13:20:39.276,12.656,0.15,0.46,1.33,-42.91,11.96,55.36
476,2026-08-03 13:20:39.332,12.712,0.07,0.44,1.16,-30.94,-5.8,72.69
477,2026-08-03 13:20:39.391,12.771,0.07,0.44,1.16,-30.94,-5.8,72.69
478,2026-08-03 13:20:39.391,12.771,-0.04,0.37,1.05,-34.73,-15.5,107.42
479,2026-08-03 13:20:39.391,12.771,-0.04,0.37,1.05,-67.69,-20.94,138.73
480,2026-08-03 13:20:39.393,12.773,-0.12,0.25,1.15,-67.69,-20.94,138.73
481,2026-08-03 13:20:39.512,12.892,-0.15,0.15,1.25,-99.85,-31.98,144.71
482,2026-08-03 13:20:39.513,12.893,-0.15,0.1,1.14,-87.16,-52.67,124.69
483,2026-08-03 13:20:39.515,12.895,-0.15,0.1,1.14,-87.16,-52.67,124.69
484,2026-08-03 13:20:39.515,12.895,-0.14,0.08,0.84,-17.09,-76.05,89.54
485,2026-08-03 13:20:39.572,12.952,-0.14,0.08,0.84,-17.09,-76.05,89.54
486,2026-08-03 13:20:39.572,12.952,-0.15,0.09,0.53,58.41,-85.39,58.11
487,2026-08-03 13:20:39.633,13.013,-0.14,0.08,0.38,79.35,-65.25,46.94
488,2026-08-03 13:20:39.634,13.014,-0.14,0.08,0.38,79.35,-65.25,46.94
489,2026-08-03 13:20:39.634,13.014,-0.11,0.03,0.4,57.74,-23.44,42.97
490,2026-08-03 13:20:39.692,13.072,-0.11,0.03,0.4,57.74,-23.44,42.97
491,2026-08-03 13:20:39.693,13.073,-0.1,0.02,0.52,49.07,18.8,13.12
492,2026-08-03 13:20:39.759,13.139,-0.13,0.14,0.73,62.44,57.68,-34.73
493,2026-08-03 13:20:39.759,13.139,-0.16,0.33,0.95,72.39,92.47,-65.06
494,2026-08-03 13:20:39.811,13.191,-0.19,0.5,1.14,78.61,109.99,-75.56
495,2026-08-03 13:20:39.812,13.192,-0.19,0.5,1.14,78.61,109.99,-75.56
496,2026-08-03 13:20:39.871,13.251,-0.21,0.6,1.33,70.74,107.97,-80.69
497,2026-08-03 13:20:39.872,13.252,-0.21,0.6,1.33,70.74,107.97,-80.69
498,2026-08-03 13:20:39.872,13.252,-0.19,0.6,1.42,38.82,87.52,-81.3
499,2026-08-03 13:20:39.934,13.314,-0.12,0.44,1.26,5.92,45.17,-65.43
500,2026-08-03 13:20:39.992,13.372,-0.08,0.17,0.97,-33.08,-5.86,-29.3
501,2026-08-03 13:20:39.992,13.372,-0.11,-0.1,0.83,-86.12,-31.62,5.74
502,2026-08-03 13:20:40.057,13.437,-0.11,-0.1,0.83,-86.12,-31.62,5.74
503,2026-08-03 13:20:40.057,13.437,-0.18,-0.23,0.94,-111.33,-9.58,8.0
504,2026-08-03 13:20:40.112,13.492,-0.24,-0.17,1.09,-84.47,27.1,-25.02
505,2026-08-03 13:20:40.112,13.492,-0.22,-0.03,1.0,-15.93,18.01,-54.44
506,2026-08-03 13:20:40.184,13.564,-0.1,0.08,0.75,60.36,-28.81,-57.25
507,2026-08-03 13:20:40.232,13.612,0.01,0.13,0.62,84.72,-56.64,-59.2
508,2026-08-03 13:20:40.234,13.614,0.01,0.13,0.62,84.72,-56.64,-59.2
509,2026-08-03 13:20:40.235,13.615,0.06,0.21,0.68,50.84,-48.22,-78.98
510,2026-08-03 13:20:40.292,13.672,0.1,0.33,0.81,18.49,-23.19,-102.23
511,2026-08-03 13:20:40.293,13.673,0.1,0.33,0.81,18.49,-23.19,-102.23
512,2026-08-03 13:20:40.360,13.74,0.16,0.45,0.91,17.15,0.0,-109.5
513,2026-08-03 13:20:40.361,13.741,0.16,0.45,0.91,17.15,0.0,-109.5
514,2026-08-03 13:20:40.361,13.741,0.25,0.56,0.93,34.97,12.94,-89.97
515,2026-08-03 13:20:40.411,13.791,0.25,0.56,0.93,34.97,12.94,-89.97
516,2026-08-03 13:20:40.413,13.793,0.31,0.69,0.94,50.9,22.16,-47.18
517,2026-08-03 13:20:40.414,13.794,0.31,0.69,0.94,38.94,41.44,2.2
518,2026-08-03 13:20:40.485,13.865,0.24,0.88,1.1,38.94,41.44,2.2
519,2026-08-03 13:20:40.486,13.866,-0.05,1.09,1.38,-3.85,65.12,50.42
520,2026-08-03 13:20:40.532,13.912,-0.05,1.09,1.38,-3.85,65.12,50.42
521,2026-08-03 13:20:40.533,13.913,-0.39,1.12,1.42,-44.74,67.26,106.99
522,2026-08-03 13:20:40.592,13.972,-0.59,0.9,1.05,-47.49,37.96,172.55
523,2026-08-03 13:20:40.592,13.972,-0.67,0.64,0.73,-35.95,14.1,223.33
524,2026-08-03 13:20:40.652,14.032,-0.67,0.64,0.73,-35.95,14.1,223.33
525,2026-08-03 13:20:40.653,14.033,-0.65,0.41,0.73,-59.08,18.92,237.85
526,2026-08-03 13:20:40.654,14.034,-0.65,0.41,0.73,-59.08,18.92,237.85
527,2026-08-03 13:20:40.712,14.092,-0.53,0.27,0.78,-88.75,14.47,210.08
528,2026-08-03 13:20:40.712,14.092,-0.41,0.25,0.75,-80.93,-21.67,154.85
529,2026-08-03 13:20:40.780,14.16,-0.34,0.28,0.75,-50.05,-75.93,100.65
530,2026-08-03 13:20:40.781,14.161,-0.34,0.28,0.75,-50.05,-75.93,100.65
531,2026-08-03 13:20:40.834,14.214,-0.29,0.28,0.8,-20.75,-116.58,65.25
532,2026-08-03 13:20:40.834,14.214,-0.24,0.24,0.82,-5.62,-99.18,52.25
533,2026-08-03 13:20:40.893,14.273,-0.24,0.24,0.82,-5.62,-99.18,52.25
534,2026-08-03 13:20:40.894,14.274,-0.24,0.24,0.82,-5.62,-99.18,52.25
535,2026-08-03 13:20:40.952,14.332,-0.11,0.09,0.66,9.03,3.11,15.01
536,2026-08-03 13:20:40.952,14.332,-0.11,0.09,0.66,18.43,28.5,-16.48
537,2026-08-03 13:20:41.072,14.452,-0.03,0.1,0.63,18.43,28.5,-16.48
538,2026-08-03 13:20:41.072,14.452,0.06,0.13,0.72,15.2,47.61,-35.58
539,2026-08-03 13:20:41.074,14.454,0.06,0.13,0.72,15.2,47.61,-35.58
540,2026-08-03 13:20:41.074,14.454,0.16,0.19,0.93,6.41,64.94,-45.23
541,2026-08-03 13:20:41.084,14.464,0.24,0.28,1.23,2.08,80.81,-53.83
542,2026-08-03 13:20:41.133,14.513,0.24,0.28,1.23,2.08,80.81,-53.83
543,2026-08-03 13:20:41.201,14.581,0.24,0.38,1.55,2.81,95.7,-60.42
544,2026-08-03 13:20:41.251,14.631,0.13,0.4,1.66,14.1,101.75,-61.58
545,2026-08-03 13:20:41.252,14.632,0.13,0.4,1.66,14.1,101.75,-61.58
546,2026-08-03 13:20:41.252,14.632,-0.03,0.42,1.62,19.71,95.89,-56.52
547,2026-08-03 13:20:41.253,14.633,-0.19,0.51,1.46,4.94,77.03,-42.3
548,2026-08-03 13:20:41.312,14.692,-0.36,0.52,1.08,-8.36,39.79,-8.85
549,2026-08-03 13:20:41.433,14.813,-0.52,0.36,0.63,-2.14,-1.46,40.71
550,2026-08-03 13:20:41.433,14.813,-0.58,0.15,0.46,2.75,-16.24,83.31
551,2026-08-03 13:20:41.434,14.814,-0.58,0.15,0.46,2.75,-16.24,83.31
552,2026-08-03 13:20:41.434,14.814,-0.49,0.08,0.65,-18.92,3.17,92.53
553,2026-08-03 13:20:41.434,14.814,-0.31,0.22,0.89,-43.88,27.65,61.34
554,2026-08-03 13:20:41.500,14.88,-0.31,0.22,0.89,-43.88,27.65,61.34
555,2026-08-03 13:20:41.500,14.88,-0.14,0.42,0.95,-34.97,33.39,21.85
556,2026-08-03 13:20:41.552,14.932,-0.14,0.42,0.95,-10.68,30.64,13.24
557,2026-08-03 13:20:41.552,14.932,-0.05,0.46,0.85,-10.68,30.64,13.24
558,2026-08-03 13:20:41.553,14.933,-0.04,0.35,0.68,-2.44,34.3,34.61
559,2026-08-03 13:20:41.622,15.002,-0.04,0.35,0.68,-2.44,34.3,34.61
560,2026-08-03 13:20:41.622,15.002,-0.09,0.23,0.54,-7.14,42.24,68.54
561,2026-08-03 13:20:41.734,15.114,-0.14,0.16,0.49,-19.17,42.42,108.52
562,2026-08-03 13:20:41.735,15.115,-0.19,0.15,0.55,-34.06,33.33,130.43
563,2026-08-03 13:20:41.735,15.115,-0.27,0.25,0.74,-42.66,31.8,121.77
564,2026-08-03 13:20:41.794,15.174,-0.35,0.44,1.04,-47.06,39.31,104.61
565,2026-08-03 13:20:41.795,15.175,-0.35,0.44,1.04,-47.06,39.31,104.61
566,2026-08-03 13:20:41.851,15.231,-0.4,0.59,1.26,-39.06,35.89,91.74
567,2026-08-03 13:20:41.852,15.232,-0.4,0.59,1.26,-39.06,35.89,91.74
568,2026-08-03 13:20:41.852,15.232,-0.4,0.65,1.26,-0.92,16.24,86.0
569,2026-08-03 13:20:41.913,15.293,-0.38,0.73,1.21,39.18,0.73,89.84
570,2026-08-03 13:20:41.914,15.294,-0.38,0.73,1.21,39.18,0.73,89.84
571,2026-08-03 13:20:41.914,15.294,-0.4,0.78,1.21,37.35,2.32,109.07
572,2026-08-03 13:20:41.981,15.361,-0.4,0.78,1.21,37.35,2.32,109.07
573,2026-08-03 13:20:41.981,15.361,-0.42,0.66,1.08,7.14,4.15,138.85
574,2026-08-03 13:20:41.982,15.362,-0.42,0.66,1.08,7.14,4.15,138.85
575,2026-08-03 13:20:42.031,15.411,-0.37,0.54,0.77,-13.61,-13.49,149.23
576,2026-08-03 13:20:42.032,15.412,-0.37,0.54,0.77,-13.61,-13.49,149.23
577,2026-08-03 13:20:42.092,15.472,-0.27,0.56,0.53,-30.76,-25.76,126.04
578,2026-08-03 13:20:42.092,15.472,-0.2,0.63,0.57,-50.48,1.59,90.09
579,2026-08-03 13:20:42.093,15.473,-0.2,0.63,0.57,-50.48,1.59,90.09
580,2026-08-03 13:20:42.151,15.531,-0.18,0.68,0.74,-49.56,44.25,65.37
581,2026-08-03 13:20:42.152,15.532,-0.18,0.68,0.74,-49.56,44.25,65.37
582,2026-08-03 13:20:42.219,15.599,-0.19,0.64,0.79,-36.07,58.04,63.17
583,2026-08-03 13:20:42.220,15.6,-0.19,0.64,0.79,-36.07,58.04,63.17
584,2026-08-03 13:20:42.221,15.601,-0.18,0.55,0.66,-27.04,43.03,78.31
585,2026-08-03 13:20:42.332,15.712,-0.15,0.46,0.54,-30.76,29.48,95.4
586,2026-08-03 13:20:42.333,15.713,-0.12,0.39,0.55,-47.12,29.91,109.44
587,2026-08-03 13:20:42.334,15.714,-0.1,0.3,0.64,-57.01,31.01,119.02
